Customer ID,Age,Gender,Item Purchased,CategoryPurchase,Amount (INR),Location,Size,Color,SeasonReview,Rating,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
CUST0945,40,Male,Sweater,Outerwear,11817,Ahmedabad,11,Green,Spring,Good,3.6,No,Standard,No,31,Credit Card,Monthly
CUST0946,58,Male,Shirt,Outerwear,11457,Lucknow,8,Grey,Winter,Very Good,2.4,No,Express,No,44,Debit Card,Monthly
CUST0947,54,Female,Sweater,Clothing,7574,Kolkata,8,Red,Spring,Average,4.1,No,Next Day Air,No,35,PayPal,Annually
CUST0948,68,Female,Shorts,Footwear,2332,Kolkata,11,Red,Spring,Good,3.5,No,Free Shipping,No,32,Credit Card,Quarterly
CUST0949,66,Male,Coat,Outerwear,1582,Jaipur,9,Purple,Summer,Excellent,3.3,Yes,Express,Yes,23,Credit Card,Quarterly
CUST0950,33,Male,Skirt,Clothing,5611,Kolkata,11,Purple,Spring,Average,4.9,No,Express,Yes,41,Debit Card,Annually
CUST0951,56,Male,Sneakers,Clothing,12300,Hyderabad,10,Brown,Summer,Good,4.4,No,Free Shipping,No,16,Debit Card,Fortnightly
CUST0952,36,Male,Blouse,Accessories,1539,Kolkata,9,Blue,Fall,Poor,3.7,No,Express,Yes,17,Cash on Delivery,Monthly
CUST0953,30,Other,Coat,Accessories,4915,Bangalore,11,Blue,Summer,Excellent,2.4,No,Store Pickup,No,23,Debit Card,Monthly
CUST0954,64,Female,Dress,Clothing,10553,Pune,7,Pink,Spring,Average,3.8,Yes,Express,No,36,Bank Transfer,Weekly
CUST0955,50,Male,Shorts,Footwear,8387,Delhi,M,Blue,Spring,Excellent,3.6,Yes,Free Shipping,No,22,PayPal,Weekly
CUST0956,44,Female,Hoodie,Clothing,8318,Pune,10,Black,Fall,Poor,4.1,Yes,Standard,No,10,Credit Card,Monthly
CUST0957,32,Male,Blouse,Clothing,1109,Hyderabad,9,Black,Winter,Good,4.3,Yes,Standard,No,20,Cash on Delivery,Quarterly
CUST0958,19,Other,Hoodie,Outerwear,8314,Mumbai,8,Brown,Winter,Excellent,2.6,Yes,Standard,Yes,37,Cash on Delivery,Weekly
CUST0959,40,Other,Sweater,Outerwear,8591,Bangalore,8,Red,Spring,Very Good,2,No,Express,No,32,Cash on Delivery,Fortnightly
CUST0960,30,Other,Sneakers,Outerwear,3457,Kolkata,XXL,Pink,Winter,Average,3.4,No,Store Pickup,No,13,Debit Card,Weekly
CUST0961,20,Female,Hoodie,Clothing,12420,Hyderabad,XL,Grey,Summer,Good,4.7,No,Express,No,3,UPI,Fortnightly
CUST0962,54,Female,Sandals,Clothing,5327,Mumbai,XL,Blue,Summer,Good,3.5,No,Express,No,25,Bank Transfer,Fortnightly
CUST0963,49,Female,Dress,Outerwear,13275,Hyderabad,M,Grey,Winter,Excellent,4.6,Yes,Free Shipping,No,0,PayPal,Quarterly
CUST0964,42,Other,Coat,Footwear,1843,Mumbai,7,Red,Spring,Poor,4.2,No,Free Shipping,No,26,UPI,Weekly
CUST0965,37,Male,Sweater,Outerwear,2573,Chennai,9,Red,Winter,Excellent,4.6,No,Standard,Yes,7,Credit Card,Fortnightly
CUST0966,47,Other,Shorts,Outerwear,4674,Mumbai,11,Purple,Winter,Good,2.6,No,Next Day Air,Yes,2,Cash on Delivery,Quarterly
CUST0967,47,Female,Jeans,Clothing,9699,Mumbai,M,Green,Summer,Poor,2.6,No,Free Shipping,No,12,Debit Card,Quarterly
CUST0968,69,Male,Skirt,Clothing,14561,Lucknow,8,Brown,Fall,Good,4.1,Yes,Express,No,5,Bank Transfer,Monthly
CUST0969,47,Female,Dress,Footwear,6365,Kolkata,10,Brown,Spring,Average,4.2,No,Next Day Air,Yes,37,Cash on Delivery,Monthly
CUST0970,47,Female,Hoodie,Outerwear,2668,Ahmedabad,10,Pink,Summer,Poor,2.3,No,Standard,No,22,UPI,Quarterly
CUST0971,46,Other,Skirt,Footwear,14827,Mumbai,7,Brown,Spring,Very Good,3,Yes,Store Pickup,Yes,50,Debit Card,Quarterly
CUST0972,23,Female,Sweater,Clothing,8762,Delhi,11,Black,Summer,Very Good,4,Yes,Standard,No,31,Credit Card,Monthly
CUST0973,64,Female,Dress,Accessories,8820,Pune,XL,Grey,Summer,Poor,4.1,Yes,Standard,No,9,UPI,Fortnightly
CUST0974,63,Male,Hoodie,Clothing,8363,Bangalore,M,Green,Spring,Poor,2.9,Yes,Store Pickup,Yes,12,Credit Card,Weekly
CUST0975,19,Female,Sweater,Footwear,3292,Delhi,M,Green,Fall,Excellent,3.3,No,Next Day Air,Yes,44,Bank Transfer,Monthly
CUST0976,39,Female,Shirt,Footwear,5227,Pune,11,Grey,Fall,Very Good,3.8,No,Free Shipping,No,20,PayPal,Weekly
CUST0977,34,Other,T-shirt,Accessories,12585,Jaipur,M,Pink,Summer,Poor,5,No,Free Shipping,No,48,Credit Card,Quarterly
CUST0978,34,Other,Sweater,Clothing,4270,Delhi,9,Pink,Summer,Good,3.8,No,Free Shipping,No,19,Bank Transfer,Quarterly
CUST0979,31,Other,Jacket,Clothing,418,Bangalore,11,Black,Fall,Excellent,3.5,No,Express,No,34,UPI,Weekly
CUST0980,34,Other,Sweater,Accessories,3099,Ahmedabad,XXL,Blue,Winter,Average,3.8,No,Free Shipping,Yes,4,Debit Card,Quarterly
CUST0981,49,Male,Blouse,Accessories,12959,Bangalore,8,Black,Summer,Good,2.7,No,Standard,No,44,Credit Card,Weekly
CUST0982,28,Male,Jeans,Clothing,7427,Ahmedabad,7,Pink,Winter,Very Good,4.7,No,Store Pickup,Yes,26,Cash on Delivery,Weekly
CUST0983,35,Female,Dress,Accessories,1346,Delhi,M,Green,Summer,Poor,3.2,Yes,Standard,Yes,1,Debit Card,Weekly
CUST0984,54,Male,Skirt,Footwear,7558,Jaipur,7,Brown,Summer,Poor,2.2,Yes,Store Pickup,No,7,Bank Transfer,Weekly
CUST0985,32,Male,Jeans,Outerwear,2432,Pune,S,Yellow,Winter,Very Good,4.4,Yes,Store Pickup,No,37,Bank Transfer,Weekly
CUST0986,37,Male,Shirt,Footwear,14349,Ahmedabad,XL,Red,Fall,Poor,3.4,Yes,Standard,No,35,UPI,Annually
CUST0987,69,Male,Jeans,Footwear,14304,Jaipur,L,White,Fall,Very Good,5,Yes,Store Pickup,Yes,15,UPI,Quarterly
CUST0988,58,Female,Sandals,Outerwear,6908,Mumbai,8,Black,Summer,Poor,2.1,No,Next Day Air,No,38,Debit Card,Fortnightly
CUST0989,48,Other,Hoodie,Accessories,10834,Bangalore,XL,Grey,Summer,Poor,4.3,No,Store Pickup,Yes,26,Credit Card,Annually
CUST0990,23,Other,Hoodie,Footwear,12913,Mumbai,7,Green,Fall,Average,3.4,No,Express,No,19,Cash on Delivery,Annually
CUST0991,49,Female,Hoodie,Footwear,7939,Kolkata,M,Purple,Summer,Very Good,3.6,Yes,Express,No,17,PayPal,Annually
CUST0992,50,Male,Shirt,Outerwear,4172,Lucknow,XL,Yellow,Summer,Good,4.5,No,Express,No,38,Cash on Delivery,Fortnightly
CUST0993,67,Other,Hoodie,Footwear,13393,Chennai,XL,Yellow,Summer,Good,4.4,Yes,Free Shipping,No,40,Debit Card,Fortnightly
CUST0994,56,Other,Shirt,Footwear,14787,Ahmedabad,7,Red,Fall,Poor,4.2,No,Store Pickup,No,9,PayPal,Annually
CUST0995,22,Female,Sweater,Accessories,13572,Jaipur,8,Black,Winter,Good,4.4,No,Next Day Air,No,35,Bank Transfer,Monthly
CUST0996,50,Other,Jacket,Footwear,4603,Mumbai,8,Purple,Winter,Poor,3.3,No,Free Shipping,Yes,11,Credit Card,Monthly
CUST0997,66,Male,Blouse,Clothing,4794,Delhi,10,Brown,Summer,Good,4.4,No,Standard,Yes,42,Bank Transfer,Weekly
CUST0998,18,Male,Shirt,Outerwear,4906,Pune,XL,Red,Spring,Very Good,3.8,No,Store Pickup,No,15,Debit Card,Weekly
CUST0999,53,Other,Shirt,Footwear,3065,Pune,XL,Brown,Winter,Good,2.3,No,Next Day Air,Yes,6,Debit Card,Quarterly
CUST1000,32,Male,T-shirt,Footwear,14862,Bangalore,XL,Green,Winter,Excellent,2.7,No,Next Day Air,No,28,Debit Card,Fortnightly
